school_id,school_name,year,student_health_index,student_wellbeing_score,mental_health_referral_rate,survey_response_count,survey_source_note
S007,Sunrise STEM Academy,2019,68.5,65.7,3.78,76,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S007,Sunrise STEM Academy,2020,68.3,64.3,3.92,74,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S007,Sunrise STEM Academy,2021,70.5,65.6,3.95,73,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S007,Sunrise STEM Academy,2022,73.0,68.0,4.11,76,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S007,Sunrise STEM Academy,2023,76.2,71.2,3.96,77,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S007,Sunrise STEM Academy,2024,77.2,72.0,3.79,78,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S008,North Creek Middle,2019,66.9,64.0,3.42,97,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S008,North Creek Middle,2020,68.3,63.5,3.46,95,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S008,North Creek Middle,2021,68.3,64.4,3.35,94,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S008,North Creek Middle,2022,71.8,65.9,3.49,97,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S008,North Creek Middle,2023,74.6,68.9,3.45,97,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S008,North Creek Middle,2024,74.9,68.3,3.4,98,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S009,Rosa Parks Elementary,2019,70.5,66.3,3.6,63,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S009,Rosa Parks Elementary,2020,70.0,65.6,3.52,60,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S009,Rosa Parks Elementary,2021,69.9,65.2,3.55,60,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S009,Rosa Parks Elementary,2022,73.2,67.0,3.85,63,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S009,Rosa Parks Elementary,2023,76.2,70.8,3.56,64,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S009,Rosa Parks Elementary,2024,78.3,72.5,3.67,64,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S010,Orchard Hill School,2019,71.7,68.4,3.87,69,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S010,Orchard Hill School,2020,71.0,67.2,3.87,67,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S010,Orchard Hill School,2021,71.7,67.5,3.99,66,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S010,Orchard Hill School,2022,73.8,68.5,4.22,70,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S010,Orchard Hill School,2023,76.3,70.9,3.91,71,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S010,Orchard Hill School,2024,80.0,74.0,3.8,71,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S011,Prairie View High,2019,62.4,57.5,4.09,82,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S011,Prairie View High,2020,61.2,56.7,4.23,80,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S011,Prairie View High,2021,63.3,58.3,4.05,80,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S011,Prairie View High,2022,65.0,60.1,4.34,83,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S011,Prairie View High,2023,68.2,64.2,4.05,84,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S011,Prairie View High,2024,71.3,66.6,3.91,85,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S012,Lakefront Elementary,2019,70.7,67.7,3.26,44,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S012,Lakefront Elementary,2020,70.9,68.7,3.22,43,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S012,Lakefront Elementary,2021,74.4,68.4,3.27,42,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S012,Lakefront Elementary,2022,74.5,70.8,3.3,44,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S012,Lakefront Elementary,2023,75.5,69.8,3.38,45,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S012,Lakefront Elementary,2024,75.6,72.6,3.44,46,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S013,Mission Trails Middle,2019,67.3,62.0,4.07,89,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S013,Mission Trails Middle,2020,67.1,63.9,3.79,88,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S013,Mission Trails Middle,2021,68.2,64.3,3.91,86,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S013,Mission Trails Middle,2022,69.9,65.4,4.1,90,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S013,Mission Trails Middle,2023,75.0,69.2,3.84,90,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S013,Mission Trails Middle,2024,76.3,72.1,3.89,91,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S014,Eastside Community School,2019,67.9,65.8,3.35,111,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S014,Eastside Community School,2020,68.3,65.0,3.5,109,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S014,Eastside Community School,2021,70.3,65.3,3.55,108,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S014,Eastside Community School,2022,70.8,65.9,3.55,112,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S014,Eastside Community School,2023,72.4,68.6,3.48,113,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S014,Eastside Community School,2024,75.4,70.4,3.54,114,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S015,Willow Bend Elementary,2019,77.6,70.1,3.46,55,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S015,Willow Bend Elementary,2020,76.8,70.4,3.4,53,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S015,Willow Bend Elementary,2021,78.1,72.4,3.39,52,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S015,Willow Bend Elementary,2022,78.2,71.8,3.55,56,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S015,Willow Bend Elementary,2023,81.1,73.9,3.41,57,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S015,Willow Bend Elementary,2024,84.2,76.1,3.48,58,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S016,Granite Peak High,2019,64.5,60.0,4.24,122,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S016,Granite Peak High,2020,63.6,58.4,4.44,121,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S016,Granite Peak High,2021,66.2,61.3,4.26,120,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S016,Granite Peak High,2022,67.2,62.1,4.45,123,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S016,Granite Peak High,2023,71.7,66.1,4.39,123,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S016,Granite Peak High,2024,74.9,67.7,4.23,124,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S017,Bay Meadow Middle,2019,68.0,63.4,3.56,99,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S017,Bay Meadow Middle,2020,68.5,63.8,3.57,98,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S017,Bay Meadow Middle,2021,69.6,62.5,3.78,97,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S017,Bay Meadow Middle,2022,69.1,64.0,3.9,100,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S017,Bay Meadow Middle,2023,72.0,66.7,3.78,100,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S017,Bay Meadow Middle,2024,76.0,69.0,3.76,101,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S018,Chavez Arts Academy,2019,70.6,65.0,3.66,85,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S018,Chavez Arts Academy,2020,70.3,64.3,3.81,84,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S018,Chavez Arts Academy,2021,70.2,65.4,3.69,82,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S018,Chavez Arts Academy,2022,71.6,66.2,3.84,86,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S018,Chavez Arts Academy,2023,72.7,66.0,3.79,87,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S018,Chavez Arts Academy,2024,76.1,69.2,3.78,88,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S019,South Fork Elementary,2019,75.7,70.1,3.74,48,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S019,South Fork Elementary,2020,74.2,70.3,3.7,46,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S019,South Fork Elementary,2021,75.8,70.2,3.63,45,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S019,South Fork Elementary,2022,76.0,71.6,3.86,49,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S019,South Fork Elementary,2023,78.4,72.9,3.8,50,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S019,South Fork Elementary,2024,81.5,75.3,3.81,51,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S020,New Horizons High,2019,60.2,57.4,4.44,73,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S020,New Horizons High,2020,59.5,56.3,4.28,72,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S020,New Horizons High,2021,59.2,57.6,4.32,71,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S020,New Horizons High,2022,61.4,57.7,4.43,74,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S020,New Horizons High,2023,64.4,60.6,4.36,75,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S020,New Horizons High,2024,67.6,63.1,4.32,74,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S021,Aspen Ridge Elementary,2019,70.7,68.6,3.77,56,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S021,Aspen Ridge Elementary,2020,74.0,70.4,3.71,54,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S021,Aspen Ridge Elementary,2021,77.0,72.7,3.64,53,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S021,Aspen Ridge Elementary,2022,78.8,73.9,3.69,57,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S021,Aspen Ridge Elementary,2023,79.9,74.6,3.66,57,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S021,Aspen Ridge Elementary,2024,81.0,74.8,3.67,58,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S022,Brookside Middle School,2019,62.4,60.1,4.06,99,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S022,Brookside Middle School,2020,64.0,60.7,4.21,97,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S022,Brookside Middle School,2021,66.6,63.2,4.11,96,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S022,Brookside Middle School,2022,69.4,66.4,4.14,99,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S022,Brookside Middle School,2023,70.8,67.9,4.12,100,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S022,Brookside Middle School,2024,72.5,66.8,4.11,101,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S023,Canyon View High,2019,65.9,61.4,3.59,120,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S023,Canyon View High,2020,66.3,61.6,3.71,119,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S023,Canyon View High,2021,67.0,61.1,3.6,117,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S023,Canyon View High,2022,69.6,64.3,3.69,121,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S023,Canyon View High,2023,72.6,67.4,3.6,122,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S023,Canyon View High,2024,75.8,67.9,3.7,123,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S024,Desert Springs K-8,2019,74.6,69.6,3.91,74,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S024,Desert Springs K-8,2020,73.9,68.8,3.8,72,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S024,Desert Springs K-8,2021,74.5,69.7,3.72,71,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S024,Desert Springs K-8,2022,76.9,69.2,3.96,74,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S024,Desert Springs K-8,2023,79.5,71.4,3.87,75,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S024,Desert Springs K-8,2024,82.8,74.3,3.77,76,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S025,Oak Terrace Elementary,2019,72.0,68.5,3.4,64,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S025,Oak Terrace Elementary,2020,73.4,68.2,3.42,62,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S025,Oak Terrace Elementary,2021,72.8,67.9,3.35,61,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S025,Oak Terrace Elementary,2022,72.8,67.8,3.5,65,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S025,Oak Terrace Elementary,2023,73.6,70.2,3.4,66,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
