school_id,school_name,year,student_health_index,student_wellbeing_score,mental_health_referral_rate,survey_response_count,survey_source_note
S003,Cedar Valley High,2021,59.1,60.2,4.67,78,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S003,Cedar Valley High,2022,60.5,,4.46,105,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S003,Cedar Valley High,2023,60.3,59.1,4.92,81,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S003,Cedar Valley High,2024,64.1,60.0,4.29,90,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S004,Juniper Ridge Elementary,2019,66.0,65.6,3.87,47,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S004,Juniper Ridge Elementary,2020,68.6,66.0,4.0,40,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S004,Juniper Ridge Elementary,2021,70.8,66.0,3.79,43,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S004,Juniper Ridge Elementary,2022,72.2,68.0,4.06,52,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S004,Juniper Ridge Elementary,2023,72.8,69.2,4.15,52,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S004,Juniper Ridge Elementary,2024,73.9,71.0,3.96,53,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S005,Harborview K-8,2019,64.4,60.6,4.36,71,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S005,Harborview K-8,2020,64.3,59.8,4.7,73,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S005,Harborview K-8,2021,66.1,58.5,4.81,75,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S005,Harborview K-8,2022,68.8,60.9,,71,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S005,Harborview K-8,2023,70.6,63.6,4.76,85,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S005,Harborview K-8,2024,71.8,64.1,4.48,89,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S006,Lincoln High School,2019,60.4,50.0,4.8,124,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S006,Lincoln High School,2020,61.3,49.9,4.43,123,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S006,Lincoln High School,2021,61.1,51.0,4.46,132,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S006,Lincoln High School,2022,63.6,53.2,4.74,107,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S006,Lincoln High School,2023,65.4,54.0,4.55,107,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S006,Lincoln High School,2024,65.4,53.1,4.54,131,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S007,Sunrise STEM Academy,2019,68.5,63.6,4.5,68,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S007,Sunrise STEM Academy,2020,67.5,62.6,4.38,65,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S007,Sunrise STEM Academy,2021,66.2,60.5,4.18,68,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S007,Sunrise STEM Academy,2022,69.3,66.2,4.44,62,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S007,Sunrise STEM Academy,2023,68.2,67.5,4.77,68,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S007,Sunrise STEM Academy,2024,72.7,67.2,4.14,61,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S008,North Creek Middle,2019,65.2,64.5,4.2,95,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S008,North Creek Middle,2020,64.4,61.4,4.27,81,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S008,North Creek Middle,2021,67.1,64.3,4.08,88,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S008,North Creek Middle,2022,66.7,65.0,4.44,90,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S008,North Creek Middle,2023,68.7,65.8,4.51,85,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S008,North Creek Middle,2024,68.6,66.7,4.23,99,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S009,Rosa Parks Elementary,2019,68.0,65.7,4.05,64,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S009,Rosa Parks Elementary,2020,70.0,65.2,4.16,56,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S009,Rosa Parks Elementary,2021,67.0,64.1,,52,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S009,Rosa Parks Elementary,2022,70.8,67.3,4.23,50,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S009,Rosa Parks Elementary,2023,73.6,68.9,,57,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S009,Rosa Parks Elementary,2024,75.1,70.9,3.75,61,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S010,Orchard Hill School,2019,67.7,64.9,4.03,78,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S010,Orchard Hill School,2020,67.9,65.0,3.69,49,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S010,Orchard Hill School,2021,68.1,63.1,3.68,57,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S010,Orchard Hill School,2022,70.4,66.1,4.2,59,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S010,Orchard Hill School,2023,71.6,67.3,4.29,78,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S010,Orchard Hill School,2024,71.0,65.9,3.82,69,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S011,Prairie View High,2019,56.1,54.2,4.61,70,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S011,Prairie View High,2020,55.7,52.6,4.59,63,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S011,Prairie View High,2021,57.6,57.3,4.48,64,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S011,Prairie View High,2022,59.9,57.8,4.7,70,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S011,Prairie View High,2023,59.3,58.1,4.57,63,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S011,Prairie View High,2024,63.3,57.2,4.67,72,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S012,Lakefront Elementary,2019,69.2,63.0,4.18,39,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S012,Lakefront Elementary,2020,71.1,63.9,3.87,45,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S012,Lakefront Elementary,2021,71.9,63.9,3.9,40,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S012,Lakefront Elementary,2022,72.9,65.9,4.42,37,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S012,Lakefront Elementary,2023,72.2,66.4,4.45,38,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S012,Lakefront Elementary,2024,75.1,66.6,3.84,38,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S013,Mission Trails Middle,2019,66.8,58.9,4.01,67,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S013,Mission Trails Middle,2020,66.1,61.8,4.0,68,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S013,Mission Trails Middle,2021,65.7,62.3,4.23,80,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S013,Mission Trails Middle,2022,68.1,63.6,4.47,92,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S013,Mission Trails Middle,2023,72.5,65.4,4.57,100,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S013,Mission Trails Middle,2024,69.9,64.2,3.99,74,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S014,Eastside Community School,2019,68.7,63.5,4.09,81,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S014,Eastside Community School,2020,68.0,61.5,4.39,89,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S014,Eastside Community School,2021,68.5,61.3,4.62,96,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S014,Eastside Community School,2022,68.6,64.6,,93,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S014,Eastside Community School,2023,,,4.56,102,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S014,Eastside Community School,2024,71.8,63.6,4.14,109,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S015,Willow Bend Elementary,2019,70.0,67.4,4.27,51,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S015,Willow Bend Elementary,2020,69.7,66.0,3.78,43,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S015,Willow Bend Elementary,2021,69.0,67.4,4.02,50,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S015,Willow Bend Elementary,2022,73.5,71.9,3.99,52,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S015,Willow Bend Elementary,2023,73.9,71.8,4.35,53,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S015,Willow Bend Elementary,2024,73.5,72.0,3.76,64,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S016,Granite Peak High,2019,64.0,56.1,4.4,110,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S016,Granite Peak High,2020,63.6,52.6,5.01,84,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S016,Granite Peak High,2021,62.7,55.3,4.38,92,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S016,Granite Peak High,2022,66.1,55.3,5.0,88,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S016,Granite Peak High,2023,67.9,56.4,4.82,110,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S016,Granite Peak High,2024,68.2,57.6,4.1,101,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S017,Bay Meadow Middle,2019,64.6,58.2,4.56,92,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S017,Bay Meadow Middle,2020,65.9,54.5,4.55,87,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S017,Bay Meadow Middle,2021,64.8,57.0,4.74,86,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S017,Bay Meadow Middle,2022,68.2,58.2,4.83,95,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S017,Bay Meadow Middle,2023,68.9,62.2,4.07,111,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S017,Bay Meadow Middle,2024,70.8,63.8,4.76,100,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S018,Chavez Arts Academy,2019,65.4,60.7,4.36,67,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S018,Chavez Arts Academy,2020,67.6,63.5,4.45,66,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S018,Chavez Arts Academy,2021,64.8,60.7,3.92,71,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S018,Chavez Arts Academy,2022,67.5,63.6,4.8,77,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S018,Chavez Arts Academy,2023,68.2,64.0,4.64,77,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S018,Chavez Arts Academy,2024,70.1,66.4,3.91,65,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S019,South Fork Elementary,2019,67.3,62.8,4.14,49,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S019,South Fork Elementary,2020,67.6,61.7,4.06,38,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S019,South Fork Elementary,2021,67.9,64.7,3.9,49,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S019,South Fork Elementary,2022,70.0,64.5,4.31,47,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S019,South Fork Elementary,2023,68.6,64.5,4.54,50,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S019,South Fork Elementary,2024,72.8,67.6,3.98,48,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S020,New Horizons High,2019,56.2,54.1,5.18,63,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S020,New Horizons High,2020,56.7,54.3,4.65,41,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S020,New Horizons High,2021,59.2,53.8,4.51,44,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S020,New Horizons High,2022,60.4,55.5,4.89,60,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S020,New Horizons High,2023,,,4.93,62,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S020,New Horizons High,2024,66.3,,4.9,69,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S021,Aspen Ridge Elementary,2019,74.5,64.2,3.71,57,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S021,Aspen Ridge Elementary,2020,71.9,63.1,3.99,55,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S021,Aspen Ridge Elementary,2021,72.8,65.3,4.02,52,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S021,Aspen Ridge Elementary,2022,76.5,65.5,4.31,59,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S021,Aspen Ridge Elementary,2023,78.5,68.9,4.0,62,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S021,Aspen Ridge Elementary,2024,75.2,66.9,3.71,49,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S022,Brookside Middle School,2019,64.6,58.8,,93,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S022,Brookside Middle School,2020,65.7,60.3,4.51,73,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S022,Brookside Middle School,2021,68.0,61.0,4.35,77,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S022,Brookside Middle School,2022,67.8,64.2,4.59,87,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S022,Brookside Middle School,2023,70.3,64.4,4.68,96,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S022,Brookside Middle School,2024,70.1,,4.17,90,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S023,Canyon View High,2019,58.9,54.8,4.74,86,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S023,Canyon View High,2020,59.1,55.8,4.85,78,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S023,Canyon View High,2021,59.4,56.2,4.95,84,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S023,Canyon View High,2022,61.0,55.7,4.71,109,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S023,Canyon View High,2023,60.7,56.6,4.49,91,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S023,Canyon View High,2024,62.2,59.6,4.77,107,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S024,Desert Springs K-8,2019,66.2,60.3,4.32,67,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S024,Desert Springs K-8,2020,63.7,58.0,4.63,52,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S024,Desert Springs K-8,2021,65.8,60.7,3.98,46,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S024,Desert Springs K-8,2022,68.1,60.8,4.74,57,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S024,Desert Springs K-8,2023,70.5,64.1,4.89,69,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S024,Desert Springs K-8,2024,70.7,62.7,,78,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S025,Oak Terrace Elementary,2019,71.3,67.8,4.34,66,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S025,Oak Terrace Elementary,2020,70.8,67.8,4.08,50,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S025,Oak Terrace Elementary,2021,70.0,67.7,3.75,48,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S025,Oak Terrace Elementary,2022,71.6,70.2,3.75,60,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S025,Oak Terrace Elementary,2023,74.2,70.5,4.23,63,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
S025,Oak Terrace Elementary,2024,70.3,70.7,3.97,65,"Fictional aggregate school-year survey extract for teaching. Index scores are school-level aggregates; mental_health_referral_rate is service contacts per 100 students, not diagnoses."
